"filename", "language", "TypeScript", "JSON with Comments", "Markdown", "JSON", "Inno Setup", "PostCSS", "HTML", "JavaScript", "Batch", "XML", "PowerShell", "TypeScript JSX", "SCSS", "comment", "blank", "total"
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Components\rightColumn\subcategory\subcategory.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Components\rightColumn\subcategory\subcategory.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Components\rightColumn\subcategory\subcategory.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 3, 9
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Components\separator\separator.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 8
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Components\separator\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 3, 10
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Components\url\url.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 9
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Components\url\url.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 1, 15
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Contexts\FrameContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 5, 20
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Contexts\Modal\ModalContext.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Contexts\Modal\ModalProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 41, 10, 151
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Contexts\Modal\modal\modal.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 6, 53
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Contexts\Modal\modal\modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 4, 47
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Contexts\Notify\NotifyContext.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Contexts\Notify\NotifyProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 14, 84
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Contexts\Notify\notify\notify.css", "PostCSS", 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 15, 141
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Contexts\Notify\notify\notify.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 8, 101
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Contexts\Notify\notify\notify.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 3, 11, 131
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Contexts\Zapret\Zapret.d.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Contexts\Zapret\ZapretProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 7, 89
"d:\JavaScript\zapret-gui\public\mainwindowr\src\ErrorBoundaries\HighestError\HighestError.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\JavaScript\zapret-gui\public\mainwindowr\src\ErrorBoundaries\HighestError\HighestError.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 21
"d:\JavaScript\zapret-gui\public\mainwindowr\src\ErrorBoundaries\HighestError\HighestError.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 2, 10, 65
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Modules\NodeLikeTimeout.ts", "TypeScript", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 89
"d:\JavaScript\zapret-gui\public\mainwindowr\src\Modules\logger.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 21
"d:\JavaScript\zapret-gui\public\mainwindowr\src\global.d.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5
"d:\JavaScript\zapret-gui\public\mainwindowr\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 2, 41
"d:\JavaScript\zapret-gui\public\mainwindowr\src\mainwindow.css", "PostCSS", 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 6, 7, 52
"d:\JavaScript\zapret-gui\public\mainwindowr\src\mainwindow.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 6, 6, 53
"d:\JavaScript\zapret-gui\public\mainwindowr\src\preload.d.ts", "TypeScript", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 8, 68
"d:\JavaScript\zapret-gui\public\mainwindowr\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\JavaScript\zapret-gui\public\mainwindowr\src\weblibs\Choices\choices.min.css", "PostCSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\JavaScript\zapret-gui\public\mainwindowr\src\weblibs\Choices\choices.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"d:\JavaScript\zapret-gui\readme.md", "Markdown", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 56
"d:\JavaScript\zapret-gui\roadmap.md", "Markdown", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 82
"d:\JavaScript\zapret-gui\scripts\afterInstall.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\JavaScript\zapret-gui\scripts\beforeUninstall.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 8
"d:\JavaScript\zapret-gui\scripts\createComponent.ts", "TypeScript", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 49
"d:\JavaScript\zapret-gui\scripts\issTemplateParser.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"d:\JavaScript\zapret-gui\service.bat", "Batch", 0, 0, 0, 0, 0, 0, 0, 0, 801, 0, 0, 0, 0, 43, 183, 1027
"d:\JavaScript\zapret-gui\tests\zapretTest.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"d:\JavaScript\zapret-gui\tsconfig.json", "JSON with Comments", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"d:\JavaScript\zapret-gui\utils\test zapret.ps1", "PowerShell", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 785, 0, 0, 39, 121, 945
"d:\JavaScript\zapret-gui\vite.config.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 39
"Total", "-", 1716, 14, 105, 5800, 149, 531, 45, 218, 2019, 33, 785, 1635, 1121, 403, 1335, 15909
